id,shapeName,year,op,inv,pop,ent,tc,ntl
161,Matanzas,1,1891.12,4170565.5,49476.89844,7,4004.09,0.526791615
0,Constanza,2,0.0,0.0,68747.25,0,0.0,0.299194316
1,Sabana De La Mar,2,0.0,0.0,15981.16895,0,0.0,0.083286691
2,Moca,2,2597.49,11770957.9,126503.7109,8,4287.64,2.010602363
3,Bayaguana,2,0.0,0.0,30900.89844,0,0.0,0.042955889
4,El Factor,2,0.0,0.0,30105.85742,0,0.0,0.28741966
5,San Francisco De Macorís,2,4839.91,17328060.3,206709.625,3,9191.44,1.122924997
6,Puerto Plata,2,2260.84,12873522.6,153787.8438,9,3785.0,1.502418883
7,Jamao Al Norte,2,0.0,0.0,7627.509766,0,0.0,0.131898186
8,Las Matas de Santa Cruz,2,0.0,0.0,8439.001953,0,0.0,0.347478864
9,Jimaní,2,0.0,0.0,25080.81445,0,0.0,0.173565628
10,Baní,2,0.0,0.0,134824.875,0,0.0,1.187312532
11,Villa Hermosa,2,0.0,0.0,95113.86719,0,0.0,3.338488683
12,El Cercado,2,0.0,0.0,18914.61133,0,0.0,0.280418244
13,Eugenio María De Hostos,2,0.0,0.0,5923.628906,0,0.0,0.195074799
14,Bohechío,2,0.0,0.0,7005.133789,0,0.0,0.069823515
15,Arenoso,2,0.0,0.0,12004.49219,0,0.0,0.102152574
16,Tábara Arriba,2,0.0,0.0,20964.73047,0,0.0,0.157248447
17,Vicente Noble,2,0.0,0.0,29553.0,0,0.0,0.342477819
18,Consuelo,2,0.0,0.0,28077.24219,0,0.0,1.103217236
19,Puñal,2,5369.74,90199989.8,56669.47266,34,8267.92,5.686986197
20,Juan Santiago,2,0.0,0.0,4132.325195,0,0.0,0.143757605
21,La Descubierta,2,0.0,0.0,10021.2002,0,0.0,0.156894224
22,Boca Chica,2,15587.53,367242536.4,170204.9063,36,27155.61,7.544083796
23,Tenares,2,0.0,0.0,28788.53125,0,0.0,0.604398515
24,Villa Montellano,2,0.0,0.0,20837.14844,0,0.0,0.673583772
25,Sosúa,2,0.0,0.0,48901.22266,0,0.0,0.767588193
26,Las Charcas,2,0.0,0.0,12570.27539,0,0.0,0.186620507
27,Castañuelas,2,0.0,0.0,15152.24414,0,0.0,0.44535489
28,Jarabacoa,2,0.0,0.0,57143.70703,0,0.0,0.337840657
29,Jima Abajo,2,0.0,0.0,41994.53516,0,0.0,0.764108945
30,Pimentel,2,0.0,0.0,17536.11719,0,0.0,0.360090803
31,Yamasá,2,0.0,0.0,54898.04688,0,0.0,0.139688267
32,Sabana Iglesia,2,0.0,0.0,15186.36426,0,0.0,0.873163369
33,Dajabón,2,0.0,0.0,44385.53906,0,0.0,0.430209345
34,Los Cacaos,2,0.0,0.0,10506.66797,0,0.0,0.034828537
35,El Peñón,2,0.0,0.0,3509.01709,0,0.0,0.149442782
36,Fantino,2,0.0,0.0,22402.7168,0,0.0,0.471897443
37,Guananico,2,0.0,0.0,6590.06543,0,0.0,0.309981714
38,Hato Mayor,2,1666.0,1401975.0,69621.0625,1,5000.0,0.301565695
39,Tamboril,2,4794.85,141866975.2,57797.59375,15,8671.34,3.942533981
40,Miches,2,0.0,0.0,18700.77734,0,0.0,0.109597189
41,Monte Plata,2,0.0,0.0,64543.49219,0,0.0,0.169548996
42,Oviedo,2,0.0,0.0,8280.171875,0,0.0,0.045554233
43,El Llano,2,0.0,0.0,8735.844727,0,0.0,0.156919929
44,Guaymate,2,0.0,0.0,16070.92871,0,0.0,0.151930462
45,Los Hidalgos,2,0.0,0.0,12142.75879,0,0.0,0.202330961
46,Maimón,2,0.0,0.0,20934.09375,0,0.0,1.72200852
47,Mella,2,0.0,0.0,4652.534668,0,0.0,0.062544293
48,Monción,2,0.0,0.0,11630.50195,0,0.0,0.339580634
49,Monte Cristi,2,0.0,0.0,21761.49805,0,0.0,0.179933044
50,Neiba,2,0.0,0.0,42105.15234,0,0.0,0.459800293
51,Sabana Grande De Boyá,2,0.0,0.0,34208.96875,0,0.0,0.06350169
52,Las Yayas De Viajama,2,0.0,0.0,21338.375,0,0.0,0.100906435
53,Licey Al Medio,2,3996.94,12002912.2,26897.44727,7,11068.18,6.485022915
54,Las Guáranas,2,0.0,0.0,16073.61719,0,0.0,0.581585935
55,Las Salinas,2,0.0,0.0,3977.600586,0,0.0,0.083222928
56,Bajos de Haina,2,0.0,0.0,143018.6875,0,0.0,11.34000562
57,Castillo,2,0.0,0.0,14773.28125,0,0.0,0.212089599
58,Cevicos,2,0.0,0.0,15790.41699,0,0.0,0.070448766
59,Cristóbal,2,0.0,0.0,7149.243652,0,0.0,0.111921758
60,Hondo Valle,2,0.0,0.0,11027.22266,0,0.0,0.087998522
61,Imbert,2,0.0,0.0,21257.04883,0,0.0,0.510048355
62,La Ciénaga,2,0.0,0.0,9332.199219,0,0.0,0.0857252
63,Los Ríos,2,0.0,0.0,7775.209961,0,0.0,0.124177655
64,Padre Las Casas,2,0.0,0.0,19664.00391,0,0.0,0.046746065
65,Paraíso,2,0.0,0.0,15710.98828,0,0.0,0.069013385
66,Pedro Brand,2,0.0,146216.0,92287.42969,1,5736.96,1.654049111
67,Peralta,2,0.0,0.0,17055.52344,0,0.0,0.068365213
68,Postrer Río,2,0.0,0.0,6913.411621,0,0.0,0.103990584
69,Pueblo Viejo,2,0.0,0.0,12177.05469,0,0.0,0.899966903
70,Sabana Grande de Palenque,2,0.0,0.0,18654.48828,0,0.0,2.182702622
71,San Juan,2,0.0,0.0,132814.625,0,0.0,0.36020925
72,San Pedro De Macorís,2,4871.13,301481303.4,223742.6406,50,10329.4,6.491768402
73,San Rafael Del Yuma,2,0.0,0.0,30996.8457,0,0.0,0.139728063
74,Santo Domingo De Guzmán,2,0.0,0.0,1048001.188,0,0.0,38.84593946
75,Villa Altagracia,2,2906.62,5949306.9,86131.70313,4,5640.68,0.357677244
76,Azua,2,0.0,0.0,97433.22656,0,0.0,0.822554189
77,Sabana Larga,2,0.0,0.0,7948.976563,0,0.0,0.205164535
78,Sánchez,2,0.0,0.0,23482.39063,0,0.0,0.216468931
79,San José De Las Matas,2,0.0,0.0,39446.53906,0,0.0,0.086561899
80,Luperón,2,0.0,0.0,16605.5625,0,0.0,0.160395158
81,Comendador,2,0.0,0.0,32835.69141,0,0.0,0.264921683
82,Los Llanos,2,0.0,0.0,24442.29688,0,0.0,0.314695341
83,Piedra Blanca,2,0.0,0.0,24555.44336,0,0.0,0.283758689
84,Guayubín,2,0.0,0.0,57716.24219,0,0.0,0.171216108
85,Santo Domingo Este,2,4815.42,230730822.0,1010878.563,40,11183.69,22.72345386
86,Santo Domingo Norte,2,2477.01,16124936.1,655278.1875,6,3954.29,3.708248121
87,Santo Domingo Oeste,2,2800.0,3587214.1,411223.125,3,6873.76,22.16495431
88,Villa Vásquez,2,0.0,0.0,15295.10156,0,0.0,0.222106233
89,Estebanía,2,0.0,0.0,5713.205566,0,0.0,0.113680316
90,Higüey,2,0.0,0.0,349514.9375,0,0.0,0.931192206
91,Río San Juan,2,0.0,0.0,15028.71191,0,0.0,0.101972231
92,Bisonó,2,2733.33,2963405.0,41533.55859,4,4350.75,3.105118728
93,Villa Los Almácigos,2,0.0,0.0,10220.16016,0,0.0,0.069980712
94,Peralvillo,2,0.0,0.0,22094.54102,0,0.0,0.130485157
95,Mao,2,0.0,0.0,91229.28906,0,0.0,0.854327359
96,Tamayo,2,0.0,0.0,38940.54688,0,0.0,0.20526947
97,Villa Riva,2,0.0,0.0,46011.80078,0,0.0,0.172710332
98,Esperanza,2,2351.49,21882449.0,70498.16406,6,5225.38,1.006770411
99,Guayacanes,2,0.0,0.0,18108.61133,0,0.0,1.49175671
100,Barahona,2,3700.0,20678000.0,80829.34375,2,6619.0,2.070127819
101,Bonao,2,9218.67,216250218.0,129846.3906,5,16996.08,0.492027134
102,Pepillo Salcedo,2,0.0,0.0,9215.949219,0,0.0,0.259248143
103,La Vega,2,2176.73,49863556.7,266886.8125,17,4754.71,1.580754067
104,San José De Ocoa,2,0.0,0.0,42379.05469,0,0.0,0.136071434
105,Rancho Arriba,2,0.0,0.0,9389.005859,0,0.0,0.054535546
106,Juan De Herrera,2,0.0,0.0,17872.39063,0,0.0,0.602730314
107,San Ignacio De Sabaneta,2,0.0,0.0,34456.38281,0,0.0,0.150218155
108,Villa González,2,5293.81,132999570.6,42604.01953,33,9406.67,2.158008298
109,Vallejuelo,2,0.0,0.0,13206.45898,0,0.0,0.204142383
110,Villa Isabela,2,0.0,0.0,17967.75781,0,0.0,0.132873067
111,Villa Tapia,2,0.0,0.0,24067.72656,0,0.0,0.51066612
112,Yaguate,2,0.0,0.0,43152.26563,0,0.0,1.216364449
113,Altamira,2,0.0,0.0,16677.21094,0,0.0,0.214314239
114,El Seibo,2,1937.85,500000.0,68641.72656,2,2875.0,0.139069159
115,Jánico,2,0.0,0.0,16462.9707,0,0.0,0.062600779
116,Salcedo,2,0.0,0.0,39095.01563,0,0.0,0.849041696
117,Restauración,2,0.0,0.0,9724.457031,0,0.0,0.012866918
118,San Gregorio de Nigua,2,4772.85,405229746.1,42733.32031,48,9530.9,2.468916361
119,Cayetano Germosén,2,0.0,0.0,7166.312988,0,0.0,1.294766896
120,Galván,2,0.0,0.0,17572.64844,0,0.0,0.180852032
121,Gaspar Hernández,2,0.0,0.0,46012.3125,0,0.0,0.236015952
122,Guayabal,2,0.0,0.0,7610.403809,0,0.0,0.013425908
123,Jaquimeyes,2,0.0,0.0,5817.217773,0,0.0,0.092892046
124,Laguna Salada,2,0.0,0.0,32149.35352,0,0.0,0.386629252
125,La Mata,2,0.0,0.0,37946.30078,0,0.0,0.377854912
126,Las Matas De Farfán,2,0.0,0.0,46397.51953,0,0.0,0.235129174
127,Las Terrenas,2,0.0,0.0,22435.64453,0,0.0,0.532010716
128,Loma De Cabrera,2,0.0,0.0,16784.35156,0,0.0,0.092807019
129,Nagua,2,0.0,0.0,85219.07813,0,0.0,0.241568272
130,Partido,2,0.0,0.0,6749.007813,0,0.0,0.135942459
131,Pedro Santana,2,0.0,0.0,9728.765625,0,0.0,0.010157934
132,Duvergé,2,0.0,0.0,10309.32422,0,0.0,0.100993956
133,Sabana Yegua,2,0.0,0.0,13590.61426,0,0.0,0.344245599
134,Samaná,2,0.0,0.0,54765.63281,0,0.0,0.232202895
135,Los Alcarrizos,2,8605.13,59599923.2,286998.8438,17,9272.22,14.14624554
136,Nizao,2,0.0,0.0,38872.78125,0,0.0,2.509637469
137,Polo,2,0.0,0.0,7408.859375,0,0.0,0.015025162
138,Quisqueya,2,0.0,0.0,18473.86523,0,0.0,1.300910093
139,Bánica,2,0.0,0.0,7465.36084,0,0.0,0.053918887
140,Cotuí,2,0.0,0.0,79316.73438,0,0.0,0.804595886
141,San Antonio De Guerra,2,2750.0,283200500.0,51665.89063,1,4450.0,1.069150933
142,San Cristóbal,2,2354.15,5452953.6,230203.1719,8,4300.9,3.605030666
143,El Pino,2,0.0,0.0,5240.0,0,0.0,0.094721115
144,Cambita Garabitos,2,0.0,0.0,31860.21094,0,0.0,0.376989862
145,Villa Jaragua,2,0.0,0.0,9699.974609,0,0.0,0.289199763
146,Ramón Santana,2,0.0,0.0,10364.60449,0,0.0,0.281603772
147,Fundación,2,0.0,0.0,13712.59473,0,0.0,0.683820198
148,Cabrera,2,0.0,0.0,26818.95313,0,0.0,0.207824
149,Cabral,2,0.0,0.0,13821.89844,0,0.0,0.118489005
150,El Valle,2,0.0,0.0,6659.029785,0,0.0,0.103379958
151,Enriquillo,2,0.0,0.0,11611.0293,0,0.0,0.10072055
152,Santiago,2,11012.11,430391531.2,701170.1875,92,18327.0,6.599287638
153,Baitoa,2,0.0,0.0,11881.66797,0,0.0,0.492200247
154,Pedernales,2,1800.0,11829180.1,39374.08594,1,3500.0,0.065010218
155,Isla Beata,2,0.0,0.0,86.13831329,0,0.0,0.0
156,La Romana,2,5132.18,227180019.2,150117.5938,12,9693.65,5.59064773
157,Isla Saona,2,0.0,0.0,2104.555664,0,0.0,0.0
158,Isla Catalina,2,0.0,0.0,389.0521851,0,0.0,0.0
159,San Luis,2,0.0,0.0,58652.05859,0,0.0,2.993163261
160,San Victor,2,0.0,0.0,83240.25781,0,0.0,1.501502549
161,Matanzas,2,2365.14,5021427.1,50912.0625,7,5295.21,0.565815575
0,Constanza,3,0.0,0.0,71156.85938,0,0.0,0.352943102
1,Sabana De La Mar,3,0.0,0.0,16100.64648,0,0.0,0.069212323
2,Moca,3,2540.5,17494945.85,131977.125,9,4488.96,1.99075383
3,Bayaguana,3,0.0,0.0,30770.75,0,0.0,0.079397021
4,El Factor,3,0.0,0.0,31415.05469,0,0.0,0.269765752
5,San Francisco De Macorís,3,4819.99,18024474.61,210575.2188,3,9191.48,1.079193866
6,Puerto Plata,3,2371.13,13735084.78,155252.4219,10,4466.67,1.607012594
7,Jamao Al Norte,3,0.0,0.0,7740.95166,0,0.0,0.174347356
8,Las Matas de Santa Cruz,3,0.0,0.0,8120.867676,0,0.0,0.336627246
9,Jimaní,3,0.0,0.0,26337.23828,0,0.0,0.156046906
10,Baní,3,0.0,0.0,141522.1875,0,0.0,1.053047618
11,Villa Hermosa,3,0.0,0.0,97233.07031,0,0.0,3.271277379
12,El Cercado,3,0.0,0.0,18549.69922,0,0.0,0.365789614
13,Eugenio María De Hostos,3,0.0,0.0,5942.591797,0,0.0,0.180542039
14,Bohechío,3,0.0,0.0,7123.818359,0,0.0,0.086815211
15,Arenoso,3,0.0,0.0,11976.66699,0,0.0,0.099285329
16,Tábara Arriba,3,0.0,0.0,21792.24023,0,0.0,0.173672284
17,Vicente Noble,3,0.0,0.0,30451.87109,0,0.0,0.272935505
18,Consuelo,3,0.0,0.0,27960.81055,0,0.0,0.883525342
19,Puñal,3,5021.29,80622033.51,57021.10547,35,9765.9,5.39737969
20,Juan Santiago,3,0.0,0.0,4060.341309,0,0.0,0.131311076
21,La Descubierta,3,0.0,0.0,10268.36719,0,0.0,0.156764439
22,Boca Chica,3,15584.57,418645808.9,178278.375,38,30257.5,7.170309862
23,Tenares,3,0.0,0.0,28991.55078,0,0.0,0.610535917
24,Villa Montellano,3,0.0,0.0,20930.63281,0,0.0,0.780691573
25,Sosúa,3,0.0,0.0,49311.37109,0,0.0,0.721591058
26,Las Charcas,3,0.0,0.0,13192.51563,0,0.0,0.18552819
27,Castañuelas,3,0.0,0.0,15354.58496,0,0.0,0.478272499
28,Jarabacoa,3,0.0,0.0,56920.72266,0,0.0,0.296379282
29,Jima Abajo,3,0.0,0.0,44690.78906,0,0.0,0.877235092
30,Pimentel,3,0.0,0.0,17499.21289,0,0.0,0.428107534
31,Yamasá,3,0.0,0.0,57054.625,0,0.0,0.16515487
32,Sabana Iglesia,3,0.0,0.0,15424.51758,0,0.0,0.918398838
33,Dajabón,3,0.0,0.0,44108.14063,0,0.0,0.402866377
34,Los Cacaos,3,0.0,0.0,10752.25,0,0.0,0.021582409
35,El Peñón,3,0.0,0.0,3472.779785,0,0.0,0.132326684
36,Fantino,3,0.0,0.0,22317.35547,0,0.0,0.631474846
37,Guananico,3,0.0,0.0,6662.366699,0,0.0,0.365553766
38,Hato Mayor,3,1916.0,1237451.0,71636.70313,1,5000.0,0.281603801
39,Tamboril,3,4920.96,141005787.0,58033.60938,16,8692.34,3.716326381
40,Miches,3,0.0,0.0,18465.52734,0,0.0,0.076704104
41,Monte Plata,3,0.0,0.0,66290.91406,0,0.0,0.163697482
42,Oviedo,3,0.0,0.0,8703.697266,0,0.0,0.037857259
43,El Llano,3,0.0,0.0,8758.152344,0,0.0,0.180779805
44,Guaymate,3,0.0,0.0,15965.17676,0,0.0,0.139050903
45,Los Hidalgos,3,0.0,0.0,12132.81445,0,0.0,0.320210394
46,Maimón,3,0.0,0.0,21609.00977,0,0.0,1.877868112
47,Mella,3,0.0,0.0,4831.833008,0,0.0,0.044327062
48,Monción,3,0.0,0.0,11635.33398,0,0.0,0.333382734
49,Monte Cristi,3,0.0,0.0,21423.875,0,0.0,0.169335486
50,Neiba,3,0.0,0.0,43637.78906,0,0.0,0.565109544
51,Sabana Grande De Boyá,3,0.0,0.0,34888.82813,0,0.0,0.040003361
52,Las Yayas De Viajama,3,0.0,0.0,22158.03516,0,0.0,0.104095466
53,Licey Al Medio,3,4141.94,11538916.02,26703.95898,7,11215.0,6.125393537
54,Las Guáranas,3,0.0,0.0,16268.9043,0,0.0,0.613812007
55,Las Salinas,3,0.0,0.0,3961.481445,0,0.0,0.079606835
56,Bajos de Haina,3,0.0,0.0,149521.2656,0,0.0,11.68076879
57,Castillo,3,0.0,0.0,14683.63184,0,0.0,0.232085421
58,Cevicos,3,0.0,0.0,16236.48926,0,0.0,0.067987822
59,Cristóbal,3,0.0,0.0,7137.665527,0,0.0,0.081201724
60,Hondo Valle,3,0.0,0.0,11088.23145,0,0.0,0.099922076
61,Imbert,3,0.0,0.0,21000.24609,0,0.0,0.555532351
62,La Ciénaga,3,0.0,0.0,9240.039063,0,0.0,0.07519538
63,Los Ríos,3,0.0,0.0,7809.389648,0,0.0,0.137798844
64,Padre Las Casas,3,0.0,0.0,19308.51953,0,0.0,0.059841675
65,Paraíso,3,0.0,0.0,16002.57813,0,0.0,0.062794671
66,Pedro Brand,3,2296.75,1050670.4,97474.60156,2,5800.0,1.769743054
67,Peralta,3,0.0,0.0,17797.16797,0,0.0,0.077897916
68,Postrer Río,3,0.0,0.0,7291.051758,0,0.0,0.136524586
69,Pueblo Viejo,3,0.0,0.0,12269.03906,0,0.0,0.86020376
70,Sabana Grande de Palenque,3,0.0,0.0,18719.29297,0,0.0,2.173347372
71,San Juan,3,0.0,0.0,133059.9063,0,0.0,0.35650822
72,San Pedro De Macorís,3,5343.97,318600072.8,231671.75,47,10911.94,6.395550805
73,San Rafael Del Yuma,3,0.0,0.0,31644.28711,0,0.0,0.148298724
74,Santo Domingo De Guzmán,3,0.0,0.0,1056725.5,0,0.0,39.18802784
75,Villa Altagracia,3,3321.4,11435533.57,86980.3125,4,5610.0,0.32053117
76,Azua,3,0.0,0.0,97944.8125,0,0.0,0.793741982
77,Sabana Larga,3,0.0,0.0,7662.174805,0,0.0,0.165166883
78,Sánchez,3,0.0,0.0,23303.28516,0,0.0,0.189284788
79,San José De Las Matas,3,0.0,0.0,39565.96094,0,0.0,0.074683092
80,Luperón,3,0.0,0.0,16423.99219,0,0.0,0.199023264
81,Comendador,3,0.0,0.0,33338.74609,0,0.0,0.312646313
82,Los Llanos,3,0.0,0.0,24695.55469,0,0.0,0.282752785
83,Piedra Blanca,3,0.0,0.0,25273.38281,0,0.0,0.286111559
84,Guayubín,3,0.0,0.0,65128.57031,0,0.0,0.201843227
85,Santo Domingo Este,3,5585.39,208240321.1,1035879.125,37,12584.14,22.96646708
86,Santo Domingo Norte,3,2734.5,16910749.48,694020.125,6,4235.0,3.95939738
87,Santo Domingo Oeste,3,3818.0,3690183.61,424588.7188,3,11711.26,22.13114419
88,Villa Vásquez,3,0.0,0.0,15181.00586,0,0.0,0.229227273
89,Estebanía,3,0.0,0.0,5500.900879,0,0.0,0.133076595
90,Higüey,3,0.0,0.0,375164.1875,0,0.0,0.952484956
91,Río San Juan,3,0.0,0.0,15022.33594,0,0.0,0.108523955
92,Bisonó,3,2523.03,9649330.0,41539.78516,6,4500.0,2.697531949
93,Villa Los Almácigos,3,0.0,0.0,10155.81152,0,0.0,0.088294849
94,Peralvillo,3,0.0,0.0,22562.8418,0,0.0,0.161594489
95,Mao,3,0.0,0.0,95168.11719,0,0.0,0.884821251
96,Tamayo,3,0.0,0.0,43947.46875,0,0.0,0.282053086
97,Villa Riva,3,0.0,0.0,48519.26563,0,0.0,0.163009392
98,Esperanza,3,2302.99,19795843.72,72511.76563,6,5021.32,1.046919848
99,Guayacanes,3,0.0,0.0,18613.71875,0,0.0,1.492475323
100,Barahona,3,3934.12,25000000.0,81692.48438,2,6629.0,2.103698297
101,Bonao,3,10404.18,220004892.2,130684.9375,5,17125.56,0.739877273
102,Pepillo Salcedo,3,0.0,0.0,9262.888672,0,0.0,0.307772672
103,La Vega,3,2221.09,48503969.15,270864.3125,17,4671.84,1.640970054
104,San José De Ocoa,3,0.0,0.0,43387.98828,0,0.0,0.136595292
105,Rancho Arriba,3,0.0,0.0,9272.611328,0,0.0,0.053210855
106,Juan De Herrera,3,0.0,0.0,17963.41016,0,0.0,0.634608555
107,San Ignacio De Sabaneta,3,0.0,0.0,34340.88281,0,0.0,0.172437432
108,Villa González,3,5443.4,153268700.1,43957.94141,32,10067.96,2.001495205
109,Vallejuelo,3,0.0,0.0,13429.14648,0,0.0,0.353306356
110,Villa Isabela,3,0.0,0.0,18391.28125,0,0.0,0.18489096
111,Villa Tapia,3,0.0,0.0,24121.74219,0,0.0,0.612152221
112,Yaguate,3,0.0,0.0,44015.92969,0,0.0,1.485164073
113,Altamira,3,0.0,0.0,16263.53613,0,0.0,0.221104258
114,El Seibo,3,1919.0,750000.0,69063.13281,2,3700.0,0.131377497
115,Jánico,3,0.0,0.0,16485.59961,0,0.0,0.059349044
116,Salcedo,3,0.0,0.0,38985.02344,0,0.0,0.784223794
117,Restauración,3,0.0,0.0,9822.443359,0,0.0,0.017422436
118,San Gregorio de Nigua,3,5061.04,485330628.5,42521.83594,46,9861.55,2.437153956
119,Cayetano Germosén,3,0.0,0.0,7095.510742,0,0.0,1.16582367
120,Galván,3,0.0,0.0,17682.44922,0,0.0,0.187828381
121,Gaspar Hernández,3,0.0,0.0,48560.67188,0,0.0,0.232149991
122,Guayabal,3,0.0,0.0,8064.870117,0,0.0,0.013691389
123,Jaquimeyes,3,0.0,0.0,5844.458984,0,0.0,0.085755543
124,Laguna Salada,3,0.0,0.0,33453.45313,0,0.0,0.386798071
125,La Mata,3,0.0,0.0,37862.31641,0,0.0,0.34671976
126,Las Matas De Farfán,3,0.0,0.0,46923.14844,0,0.0,0.250920989
127,Las Terrenas,3,0.0,0.0,23461.23633,0,0.0,0.608404355
128,Loma De Cabrera,3,0.0,0.0,16841.08789,0,0.0,0.088653305
129,Nagua,3,0.0,0.0,88274.29688,0,0.0,0.283254314
130,Partido,3,0.0,0.0,6701.224121,0,0.0,0.207060336
131,Pedro Santana,3,0.0,0.0,9879.655273,0,0.0,0.021858958
132,Duvergé,3,0.0,0.0,10000.97852,0,0.0,0.094970258
133,Sabana Yegua,3,0.0,0.0,13417.16406,0,0.0,0.442898094
134,Samaná,3,0.0,0.0,55376.75781,0,0.0,0.241141603
135,Los Alcarrizos,3,9401.06,52091533.8,298990.0938,18,10159.67,14.38786835
136,Nizao,3,0.0,0.0,42366.01172,0,0.0,2.494464881
137,Polo,3,0.0,0.0,7315.245117,0,0.0,0.014585735
138,Quisqueya,3,0.0,0.0,18537.97852,0,0.0,1.156798103
139,Bánica,3,0.0,0.0,7479.977051,0,0.0,0.100973955
140,Cotuí,3,0.0,0.0,79566.17188,0,0.0,0.757473777
141,San Antonio De Guerra,3,2800.0,283200500.0,53080.29297,1,4500.0,1.045003265
142,San Cristóbal,3,4276.28,9058264.28,232821.4063,10,6687.17,3.93757321
143,El Pino,3,0.0,0.0,5163.498047,0,0.0,0.100020287
144,Cambita Garabitos,3,0.0,0.0,31966.51172,0,0.0,0.357050421
145,Villa Jaragua,3,0.0,0.0,9687.826172,0,0.0,0.339553984
146,Ramón Santana,3,0.0,0.0,10276.67285,0,0.0,0.252731787
147,Fundación,3,0.0,0.0,14484.11035,0,0.0,0.755123713
148,Cabrera,3,0.0,0.0,28099.20703,0,0.0,0.18952364
149,Cabral,3,0.0,0.0,13825.34473,0,0.0,0.15808739
150,El Valle,3,0.0,0.0,6602.48291,0,0.0,0.10077038
151,Enriquillo,3,0.0,0.0,11589.12793,0,0.0,0.083970941
152,Santiago,3,12971.81,531808945.9,709485.1875,96,28085.28,6.322531271
153,Baitoa,3,0.0,0.0,12240.41992,0,0.0,0.610825706
154,Pedernales,3,1743.6,12000000.0,41738.57031,1,3145.0,0.055582591
155,Isla Beata,3,0.0,0.0,87.71529388,0,0.0,0.0
156,La Romana,3,4986.18,216413347.2,153832.2813,10,7921.2,5.506270498
157,Isla Saona,3,0.0,0.0,1997.416504,0,0.0,0.0
158,Isla Catalina,3,0.0,0.0,339.1887207,0,0.0,0.0
159,San Luis,3,0.0,0.0,60370.23047,0,0.0,3.256598961
160,San Victor,3,0.0,0.0,84292.1875,0,0.0,1.424146404
161,Matanzas,3,2461.5,7576911.08,51284.53516,7,5286.29,0.503376823
